32,0.20000000000000001,0,0,0,0,0,0,0,0
33,0.41100000000000003,0.12737500000000002,-0.0390625,0.28362500000000002,0.7421875,285.5,329.5,295.5,379.5
34,0.34300000000000003,0.038687500000000014,0.4609375,0.30431249999999999,0.7421875,233.5,15.5,250.5,33.5
35,0.59199999999999997,0.006937500000000014,-0.0390625,0.58506250000000004,0.7421875,296.5,329.5,333.5,379.5
36,0.55200000000000005,0.049125000000000002,-0.1171875,0.51787499999999997,0.7734375,254.5,322.5,284.5,379.5
37,0.86299999999999999,0.072125000000000036,-0.0390625,0.79087499999999999,0.7109375,333.5,263.5,379.5,311.5
38,0.74199999999999999,0.034562500000000003,-0.0390625,0.70643750000000005,0.7421875,334.5,329.5,377.5,379.5
39,0.19800000000000001,0.044312499999999998,0.4609375,0.1536875,0.7421875,251.5,15.5,258.5,33.5
40,0.29099999999999998,0.012687500000000016,-0.2890625,0.27831250000000002,0.7578125,0.5,312.5,17.5,379.5
41,0.29099999999999998,0.012687500000000016,-0.2890625,0.27831250000000002,0.7578125,18.5,312.5,35.5,379.5
42,0.443,0.041812500000000009,0.3984375,0.40118750000000003,0.7734375,164.5,9.5,187.5,33.5
43,0.55000000000000004,0.032812500000000008,-0.0234375,0.51718750000000002,0.5234375,246.5,80.5,277.5,115.5
44,0.25900000000000001,0.043562500000000011,-0.2109375,0.2154375,0.1171875,221.5,12.5,232.5,33.5
45,0.41899999999999998,0.037624999999999992,0.1953125,0.38137500000000002,0.3203125,337.5,25.5,359.5,33.5
46,0.23600000000000002,0.031562500000000007,-0.0390625,0.20343749999999999,0.1484375,351.5,116.5,362.5,128.5
47,0.36499999999999999,0.011624999999999995,-0.0390625,0.355375,0.7421875,0.5,261.5,22.5,311.5
48,0.60099999999999998,0.019250000000000007,-0.0390625,0.58174999999999999,0.5234375,209.5,79.5,245.5,115.5
49,0.38800000000000001,0.053374999999999992,-0.0234375,0.33462500000000001,0.5234375,278.5,80.5,296.5,115.5
50,0.53700000000000003,0.041937500000000016,-0.0234375,0.49506250000000002,0.5234375,297.5,80.5,326.5,115.5
51,0.51300000000000001,0.02993750000000002,-0.1953125,0.48306250000000001,0.5234375,142.5,164.5,171.5,210.5
52,0.59699999999999998,0.022562499999999999,-0.1953125,0.56943750000000004,0.5234375,254.5,164.5,289.5,210.5
53,0.48099999999999998,0.037374999999999992,-0.1953125,0.44362499999999999,0.5703125,186.5,262.5,212.5,311.5
54,0.50600000000000001,0.016125,-0.0390625,0.484875,0.6640625,113.5,70.5,143.5,115.5
55,0.48499999999999999,0.026250000000000006,-0.1953125,0.46375,0.5234375,326.5,164.5,354.5,210.5
56,0.50800000000000001,0.027437500000000014,-0.0390625,0.4805625,0.6640625,144.5,70.5,173.5,115.5
57,0.51900000000000002,0.019812500000000004,-0.1953125,0.50418750000000001,0.5234375,197.5,116.5,228.5,162.5
58,0.23600000000000002,0.039875000000000001,0.0078125,0.19612499999999999,0.4453125,153.5,5.5,163.5,33.5
59,0.25900000000000001,0.043562500000000011,-0.2109375,0.2154375,0.4453125,197.5,73.5,208.5,115.5
60,0.55000000000000004,0.041937500000000016,-0.0078125,0.49506250000000002,0.5234375,151.5,34.5,180.5,68.5
61,0.55000000000000004,0.041125000000000002,0.1171875,0.50987499999999997,0.3828125,259.5,16.5,289.5,33.5
62,0.55000000000000004,0.054437500000000014,-0.0078125,0.50756250000000003,0.5234375,181.5,34.5,210.5,68.5
63,0.53700000000000003,0.097812499999999997,-0.0390625,0.45718750000000002,0.7421875,23.5,261.5,46.5,311.5
64,0.997,0.107875,-0.2265625,0.88912500000000005,0.6796875,203.5,321.5,253.5,379.5
65,0.70399999999999996,0.0082500000000000125,-0.0234375,0.69574999999999998,0.7109375,332.5,213.5,376.5,260.5
66,0.623,0.038562500000000006,-0.0234375,0.58543750000000006,0.6953125,315.5,116.5,350.5,162.5
67,0.65300000000000002,0.01431250000000003,-0.0390625,0.62368750000000006,0.7109375,71.5,212.5,110.5,260.5
68,0.72999999999999998,0.039562500000000007,-0.0234375,0.71143750000000006,0.6953125,0.5,69.5,43.5,115.5
69,0.60099999999999998,0.034562500000000003,-0.0234375,0.58143750000000005,0.6953125,44.5,69.5,79.5,115.5
70,0.56100000000000005,0.039000000000000014,-0.0234375,0.53900000000000003,0.6953125,80.5,69.5,112.5,115.5
71,0.73099999999999998,0.014562500000000004,-0.0390625,0.68643750000000003,0.7109375,111.5,212.5,154.5,260.5
72,0.753,0.032750000000000008,-0.0234375,0.72025000000000006,0.6953125,270.5,116.5,314.5,162.5
73,0.35399999999999998,0.036374999999999998,-0.0234375,0.31762499999999999,0.6953125,355.5,164.5,373.5,210.5
74,0.32900000000000001,-0.018562499999999985,-0.2734375,0.30956250000000002,0.6953125,131.5,317.5,152.5,379.5
75,0.67800000000000005,0.035687499999999983,-0.0234375,0.67631249999999998,0.6953125,155.5,116.5,196.5,162.5
76,0.56000000000000005,0.040187499999999994,-0.0234375,0.55581250000000004,0.6953125,121.5,116.5,154.5,162.5
77,0.93100000000000005,0.012374999999999995,-0.0390625,0.91862500000000002,0.6953125,0.5,163.5,58.5,210.5
78,0.74199999999999999,0.03475000000000001,-0.0234375,0.72225000000000006,0.6953125,35.5,116.5,79.5,162.5
79,0.73099999999999998,0.013937500000000016,-0.0390625,0.71706250000000005,0.7109375,155.5,212.5,200.5,260.5
80,0.58099999999999996,0.035375000000000004,-0.0234375,0.56662500000000005,0.6953125,0.5,116.5,34.5,162.5
